window_id,window,name,trades,win_rate,net_r,pnl_usd,roi_pct,max_dd_pct,status,failures
1,W01,Late 2023 Fed Higher-for-Longer Pause,22,36.36363636363637,-7.1288512575738725,-233.857153544208,-4.67714307088416,4.677143070884122,FAIL,ROI (-4.68%) < Target (+10.00%); Win Rate (36.4%) < Target (40.0%); Net R (-7.13R) < Target (+2.50R)
2,W02,Q4 2023 Year-End Soft Landing Rally,25,36.0,-7.077477955960904,-238.1680603544489,-4.763361207088978,4.763361207088929,FAIL,ROI (-4.76%) < Target (+10.00%); Win Rate (36.0%) < Target (40.0%); Net R (-7.08R) < Target (+2.50R)
3,W03,Q1 2024 Global Disinflation Surge,26,53.84615384615385,-2.399411993724782,-70.45062982742873,-1.4090125965485745,4.409039306939641,FAIL,ROI (-1.41%) < Target (+10.00%); Net R (-2.40R) < Target (+2.50R)
4,W04,Early 2024 Tech & Index Expansion,25,40.0,-0.2864136009365541,51.91284010068218,1.0382568020136436,4.368843541535753,FAIL,ROI (+1.04%) < Target (+10.00%); Net R (-0.29R) < Target (+2.50R)
5,W05,Spring 2024 Geopolitical Energy Spike,26,38.46153846153847,-4.301343873517839,-129.02255652174208,-2.5804511304348416,4.680931547437401,FAIL,ROI (-2.58%) < Target (+10.00%); Win Rate (38.5%) < Target (40.0%); Net R (-4.30R) < Target (+2.50R)
6,W06,ECB Rate Cut Pivot & Dollar Strength,18,33.33333333333333,-5.747847582449834,-153.4074930312179,-3.068149860624358,4.719220489929392,FAIL,ROI (-3.07%) < Target (+10.00%); Win Rate (33.3%) < Target (40.0%); Net R (-5.75R) < Target (+2.50R)
7,W07,Mid-2024 High-Beta Equity Distribution,20,35.0,-3.7979487383681674,-58.79334861893241,-1.1758669723786483,4.456228602047401,FAIL,ROI (-1.18%) < Target (+10.00%); Win Rate (35.0%) < Target (40.0%); Net R (-3.80R) < Target (+2.50R)
8,W08,August 2024 Global Carry Trade Flash Unwind,12,16.666666666666664,-7.9249081007488185,-227.19160503744007,-4.543832100748801,4.543832100748805,FAIL,ROI (-4.54%) < Target (+10.00%); Win Rate (16.7%) < Target (40.0%); Trades (12) < Target (15); Net R (-7.92R) < Target (+2.50R)
9,W09,Fed 50bps Jumbo Rate Cut Ignition,31,41.935483870967744,-5.757891001781011,-213.4240567968422,-4.268481135936844,4.64320441262432,FAIL,ROI (-4.27%) < Target (+10.00%); Net R (-5.76R) < Target (+2.50R)
10,W10,US Presidential Election Mega Breakout,204,52.94117647058824,15.09787189634352,516.6949257502022,10.333898515004043,3.990025317328737,PASS,
11,W11,Year-End Cross-Currency Flow Rebalancing,19,31.57894736842105,-9.007477422294288,-242.74717746785467,-4.854943549357094,4.854943549357086,FAIL,ROI (-4.85%) < Target (+10.00%); Win Rate (31.6%) < Target (40.0%); Net R (-9.01R) < Target (+2.50R)
12,W12,Post-Inauguration Trade Policy Realignment,34,41.17647058823529,-2.6777182557149244,-115.80035070997019,-2.316007014199404,4.443626993023529,FAIL,ROI (-2.32%) < Target (+10.00%); Net R (-2.68R) < Target (+2.50R)
13,W13,Spring 2025 Precious Metals All-Time High,13,38.46153846153847,-7.046175691283831,-186.21329890619663,-3.724265978123933,4.477366421258349,FAIL,ROI (-3.72%) < Target (+10.00%); Win Rate (38.5%) < Target (40.0%); Trades (13) < Target (15); Net R (-7.05R) < Target (+2.50R)
14,W14,Late-Cycle Yield Curve Steepening,16,31.25,-7.278723197700193,-194.16558329213493,-3.8833116658426987,4.6351680013202765,FAIL,ROI (-3.88%) < Target (+10.00%); Win Rate (31.2%) < Target (40.0%); Net R (-7.28R) < Target (+2.50R)
15,W15,European Macro Slowdown & CNH Divergence,57,38.59649122807017,-0.858798871453633,-133.70315618882753,-2.6740631237765506,4.468546272274369,FAIL,ROI (-2.67%) < Target (+10.00%); Win Rate (38.6%) < Target (40.0%); Net R (-0.86R) < Target (+2.50R)
16,W16,Late-Summer Commodity Volatility Expansion,28,35.714285714285715,-5.713548367978165,-232.05644080541572,-4.641128816108314,4.641128816108249,FAIL,ROI (-4.64%) < Target (+10.00%); Win Rate (35.7%) < Target (40.0%); Net R (-5.71R) < Target (+2.50R)
17,W17,Autumn 2025 Global Liquidity Injection,47,53.191489361702125,0.39748945199459484,86.3326203991102,1.7266524079822039,4.3805672888709895,FAIL,ROI (+1.73%) < Target (+10.00%); Net R (+0.40R) < Target (+2.50R)
18,W18,Q4 2025 Industrial Metals & Indices Momentum,84,51.19047619047619,3.4540791511575026,3.2344469976206156,0.0646889399524123,4.4541356789182975,FAIL,ROI (+0.06%) < Target (+10.00%)
19,W19,Q1 2026 New Year Cross-Asset Range Shift,86,45.348837209302324,2.7737191919307964,86.15777708491085,1.723155541698217,4.2692411469193186,FAIL,ROI (+1.72%) < Target (+10.00%)
20,W20,March 2026 Modern Microstructure Shock,33,45.45454545454545,-2.893098520949431,-71.26818093141873,-1.4253636186283745,4.496711522061739,FAIL,ROI (-1.43%) < Target (+10.00%); Net R (-2.89R) < Target (+2.50R)
