window_id,window,name,trades,win_rate,net_r,pnl_usd,roi_pct,max_dd_pct,status,failures
1,W01,Late 2023 Fed Higher-for-Longer Pause,51,31.372549019607842,-8.266799999999998,-229.27239999999998,-4.5854479999999995,4.585447999999997,FAIL,ROI (-4.59%) < Target (+10.00%); Win Rate (31.4%) < Target (40.0%); Net R (-8.27R) < Target (+2.50R)
2,W02,Q4 2023 Year-End Soft Landing Rally,37,29.72972972972973,-8.2234,-228.40535,-4.5681069999999995,4.568107000000018,FAIL,ROI (-4.57%) < Target (+10.00%); Win Rate (29.7%) < Target (40.0%); Net R (-8.22R) < Target (+2.50R)
3,W03,Q1 2024 Global Disinflation Surge,61,44.26229508196721,-1.1900999999999997,-98.64025,-1.9728050000000001,2.394628249763087,FAIL,ROI (-1.97%) < Target (+10.00%); Net R (-1.19R) < Target (+2.50R)
4,W04,Early 2024 Tech & Index Expansion,64,37.5,-5.146,-139.15505,-2.783101,3.9930512149001096,FAIL,ROI (-2.78%) < Target (+10.00%); Win Rate (37.5%) < Target (40.0%); Net R (-5.15R) < Target (+2.50R)
5,W05,Spring 2024 Geopolitical Energy Spike,62,40.32258064516129,0.2952999999999999,-30.413249999999948,-0.608264999999999,2.270954381729244,FAIL,ROI (-0.61%) < Target (+10.00%); Net R (+0.30R) < Target (+2.50R)
6,W06,ECB Rate Cut Pivot & Dollar Strength,57,36.84210526315789,-8.3079,-228.2129,-4.564258,4.575518088865525,FAIL,ROI (-4.56%) < Target (+10.00%); Win Rate (36.8%) < Target (40.0%); Net R (-8.31R) < Target (+2.50R)
7,W07,Mid-2024 High-Beta Equity Distribution,56,41.07142857142857,-6.763399999999999,-170.44629999999998,-3.4089259999999997,4.508321692355874,FAIL,ROI (-3.41%) < Target (+10.00%); Net R (-6.76R) < Target (+2.50R)
8,W08,August 2024 Global Carry Trade Flash Unwind,64,37.5,-3.1281,-104.31805000000003,-2.0863610000000006,3.80860067051408,FAIL,ROI (-2.09%) < Target (+10.00%); Win Rate (37.5%) < Target (40.0%); Net R (-3.13R) < Target (+2.50R)
9,W09,Fed 50bps Jumbo Rate Cut Ignition,49,34.69387755102041,-7.8824,-203.48025,-4.069605,4.572507883454197,FAIL,ROI (-4.07%) < Target (+10.00%); Win Rate (34.7%) < Target (40.0%); Net R (-7.88R) < Target (+2.50R)
10,W10,US Presidential Election Mega Breakout,62,43.54838709677419,-0.5183999999999997,-55.242549999999966,-1.1048509999999994,3.0075933648171773,FAIL,ROI (-1.10%) < Target (+10.00%); Net R (-0.52R) < Target (+2.50R)
11,W11,Year-End Cross-Currency Flow Rebalancing,66,39.39393939393939,-3.7595000000000005,-106.32635000000002,-2.1265270000000003,4.02190320273764,FAIL,ROI (-2.13%) < Target (+10.00%); Win Rate (39.4%) < Target (40.0%); Net R (-3.76R) < Target (+2.50R)
12,W12,Post-Inauguration Trade Policy Realignment,60,45.0,-5.484600000000001,-142.09035,-2.841807,4.062489561189441,FAIL,ROI (-2.84%) < Target (+10.00%); Net R (-5.48R) < Target (+2.50R)
13,W13,Spring 2025 Precious Metals All-Time High,66,31.818181818181817,-6.071600000000001,-179.6152,-3.5923039999999995,4.282997887245619,FAIL,ROI (-3.59%) < Target (+10.00%); Win Rate (31.8%) < Target (40.0%); Net R (-6.07R) < Target (+2.50R)
14,W14,Late-Cycle Yield Curve Steepening,64,34.375,-6.0921,-195.79489999999998,-3.9158979999999994,4.1168019999999705,FAIL,ROI (-3.92%) < Target (+10.00%); Win Rate (34.4%) < Target (40.0%); Net R (-6.09R) < Target (+2.50R)
15,W15,European Macro Slowdown & CNH Divergence,64,37.5,-5.9818,-120.42300000000002,-2.4084600000000003,4.562260724865568,FAIL,ROI (-2.41%) < Target (+10.00%); Win Rate (37.5%) < Target (40.0%); Net R (-5.98R) < Target (+2.50R)
16,W16,Late-Summer Commodity Volatility Expansion,64,46.875,-4.26,-151.63109999999998,-3.0326219999999995,4.069691464301352,FAIL,ROI (-3.03%) < Target (+10.00%); Net R (-4.26R) < Target (+2.50R)
17,W17,Autumn 2025 Global Liquidity Injection,48,39.58333333333333,-7.880300000000001,-203.88144999999997,-4.077628999999999,4.488899797472078,FAIL,ROI (-4.08%) < Target (+10.00%); Win Rate (39.6%) < Target (40.0%); Net R (-7.88R) < Target (+2.50R)
18,W18,Q4 2025 Industrial Metals & Indices Momentum,76,44.73684210526316,-4.051800000000001,-40.83119999999998,-0.8166239999999997,4.407480520241534,FAIL,ROI (-0.82%) < Target (+10.00%); Net R (-4.05R) < Target (+2.50R)
19,W19,Q1 2026 New Year Cross-Asset Range Shift,62,45.16129032258064,-4.253900000000001,-162.51939999999993,-3.2503879999999983,4.096364482062472,FAIL,ROI (-3.25%) < Target (+10.00%); Net R (-4.25R) < Target (+2.50R)
20,W20,March 2026 Modern Microstructure Shock,64,50.0,-1.6828999999999996,-117.42224999999996,-2.3484449999999994,3.214127378490586,FAIL,ROI (-2.35%) < Target (+10.00%); Net R (-1.68R) < Target (+2.50R)
